participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.inner_round_number,player.session_name,player.condition,player.block_order,player.trade_payoff,player.payable_round,player.data_available,player.pay_for_data,player.ack_brokerage_fee,player.round_type,player.investment_amount,player.return_forecast,player.telemetry_payload,player.imbalance_informative,player.realized_return,player.imbalance_was_informative,player.investment_payoff,player.cumulative_bonuses,player.round_payoff,player.self_assesment,subsession.training,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2,nx9hs1ng,677fea8903ad496f30f16502,0,52,52,post_exp,FinalForProlific,2026-01-17 21:20:12.375324,1,,,110.35,2,,0.0,2,,treatment,,0.0,11,1,,,training,0.0,-10.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/nx9hs1ng/main/Trade/9""},""ts"":""2026-01-17T21:26:40.020Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:26:42.267Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:26:43.020Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-17T21:26:44.323Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-17T21:26:44.323Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:26:44.859Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:26:50.843Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:26:52.442Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:26:53.706Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:26:53.707Z""}]",0,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
3,i3c60565,6962c417f20b621d95bd694d,0,52,52,post_exp,FinalForProlific,2026-01-17 21:20:30.391188,1,,,113.86,3,,0.0,2,,treatment,,0.0,5,1,,,training,0.0,0.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/i3c60565/main/Trade/9""},""ts"":""2026-01-17T21:29:29.807Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:29:48.083Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:29:49.318Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:29:51.742Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:29:51.742Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:29:55.514Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:29:57.006Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:29:58.785Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:29:58.786Z""}]",1,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
4,k7sp0ynm,67665f7b0329bd3e30515ad2,0,52,52,post_exp,FinalForProlific,2026-01-17 21:20:50.689404,1,,,102.31,4,,0.0,2,,treatment,,0.0,10,1,,,training,50.0,45.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/k7sp0ynm/main/Trade/9""},""ts"":""2026-01-17T21:40:26.120Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:40:33.985Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:40:37.002Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:40:40.074Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:40:40.074Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:40:47.880Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:40:49.155Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:40:50.089Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:40:51.183Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:40:51.184Z""}]",1,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
5,9uyng4mr,694b06297a22368d5c7995eb,0,3,52,intro,comprehensionQuestions,2026-01-17 21:21:38.592461,1,,,0.0,5,,0.0,2,,control,,0.0,3,1,,,training,,,,,,,0.0,0.0,,,1,151ug4w3,,,,,0
6,6bbjn8v1,5e459f61418f610891628564,0,52,52,post_exp,FinalForProlific,2026-01-17 21:22:23.663747,1,,,103.85,6,,0.0,2,,treatment,,0.0,6,1,,,training,100.0,13.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/6bbjn8v1/main/Trade/9""},""ts"":""2026-01-17T21:28:01.085Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:28:25.327Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:28:26.240Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:28:28.110Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:28:28.110Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:28:28.838Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:28:29.566Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:28:30.400Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:28:30.401Z""}]",1,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
7,gl7u8nio,62b2080f8f89f2f15c47d9ba,0,52,52,post_exp,FinalForProlific,2026-01-17 21:22:24.603886,1,,,118.89,7,,0.0,2,,treatment,,0.0,8,1,,,training,50.0,30.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/gl7u8nio/main/Trade/9""},""ts"":""2026-01-17T21:31:45.014Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:31:53.327Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:31:54.250Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:32:00.315Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:32:00.315Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:32:02.011Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:32:02.717Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:32:05.413Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:32:05.414Z""}]",1,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
8,difxszml,5d1ec3b72e9ac3001ab525ef,0,49,52,post_exp,Demographics,2026-01-17 21:22:33.376663,1,,,1190.64,8,,0.0,2,,treatment,,0.0,4,1,,,training,20.0,15.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/difxszml/main/Trade/9""},""ts"":""2026-01-17T21:27:31.966Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:27:45.707Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:27:46.788Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:27:53.287Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:27:53.287Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:27:54.107Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:27:55.810Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:27:57.584Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:27:57.590Z""}]",1,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
9,hlqkfw8x,67e7cfd17a7062da8a273fbf,0,52,52,post_exp,FinalForProlific,2026-01-17 21:23:02.043408,1,,,115.94,9,,0.0,2,,control,,0.0,14,1,,,training,100.0,35.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/hlqkfw8x/main/Trade/9""},""ts"":""2026-01-17T21:30:24.192Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:30:52.097Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:30:53.223Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:30:53.763Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:30:54.888Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:30:54.888Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:30:56.565Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:30:59.827Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:31:01.095Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:31:01.100Z""}]",1,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
10,miej8bbr,67730320948951ecb761b3f2,0,52,52,post_exp,FinalForProlific,2026-01-17 21:23:16.323182,1,,,104.87,10,,0.0,2,,treatment,,0.0,14,1,,,training,70.0,20.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/miej8bbr/main/Trade/9""},""ts"":""2026-01-17T21:29:47.466Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:29:54.328Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:29:55.739Z""},{""type"":""click"",""detail"":{""tag"":""LABEL"",""name"":null,""id"":null,""type"":null},""ts"":""2026-01-17T21:29:56.589Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:29:56.589Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-17T21:30:01.209Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-17T21:30:01.209Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:30:01.834Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:30:02.171Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:30:03.572Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:30:03.573Z""}]",0,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
11,i76mujh9,5b99663d4cefb60001e7a214,0,49,52,post_exp,Demographics,2026-01-17 21:24:20.177255,1,,,1203.53,11,,0.0,2,,treatment,,0.0,6,1,,,training,50.0,35.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/i76mujh9/main/Trade/9""},""ts"":""2026-01-17T21:33:21.198Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:34:14.884Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:34:16.863Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:34:17.759Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-17T21:34:23.065Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-17T21:34:23.065Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:34:24.511Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:34:30.955Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:34:31.769Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:34:32.406Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:34:32.409Z""}]",0,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
12,rnucedhy,5a9fa90f873cda00010d29d8,0,52,52,post_exp,FinalForProlific,2026-01-17 21:24:40.341139,1,,,110.42,12,,0.0,2,,treatment,,0.0,14,1,,,training,10.0,5.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/rnucedhy/main/Trade/9""},""ts"":""2026-01-17T21:32:37.056Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:33:15.431Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:33:16.617Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:33:17.786Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:33:21.176Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:33:21.176Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:33:30.473Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:33:31.666Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:33:32.303Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:33:33.673Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:33:35.863Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:33:35.864Z""}]",1,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
13,0agbbz6t,64e6b4025cbe79c020343121,0,52,52,post_exp,FinalForProlific,2026-01-17 21:25:07.530984,1,,,107.83,13,,0.0,2,,control,,0.0,9,1,,,training,60.0,15.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/0agbbz6t/main/Trade/9""},""ts"":""2026-01-17T21:31:21.512Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:31:26.699Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:31:27.880Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:31:29.972Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:31:30.566Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-17T21:31:34.065Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-17T21:31:34.066Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:31:34.923Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:31:34.924Z""}]",0,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
14,vyd28ofr,66e74ca113f609cd2a13df59,0,52,52,post_exp,FinalForProlific,2026-01-17 21:25:37.276893,1,,,126.77,14,,0.0,2,,treatment,,0.0,11,1,,,training,75.0,25.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/vyd28ofr/main/Trade/9""},""ts"":""2026-01-17T21:30:32.635Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:30:55.692Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:30:57.236Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:30:59.536Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:30:59.536Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:31:00.990Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:31:02.857Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:31:03.970Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:31:05.062Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:31:05.067Z""}]",1,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
15,p639azxy,6965b338f069222c10b2bdc9,0,52,52,post_exp,FinalForProlific,2026-01-17 21:26:31.341396,1,,,118.08,15,,0.0,2,,treatment,,0.0,9,1,,,training,30.0,30.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/p639azxy/main/Trade/9""},""ts"":""2026-01-17T21:34:10.449Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:34:21.831Z""},{""type"":""click"",""detail"":{""tag"":""LABEL"",""name"":null,""id"":null,""type"":null},""ts"":""2026-01-17T21:34:26.477Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:34:26.479Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-17T21:34:26.479Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:34:29.797Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:34:30.482Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:34:32.116Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:34:40.677Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:34:41.861Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:34:41.862Z""}]",1,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
16,sw8lem34,677346f91e35f1cb1e647c34,0,49,52,post_exp,Demographics,2026-01-17 21:26:45.318628,1,,,1199.47,16,,0.0,2,,treatment,,0.0,9,1,,,training,20.0,5.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/sw8lem34/main/Trade/9""},""ts"":""2026-01-17T21:34:41.429Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:34:59.427Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-17T21:35:00.626Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-17T21:35:04.818Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-17T21:35:04.818Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:35:06.094Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-17T21:35:08.283Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-17T21:35:14.886Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:35:14.894Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-17T21:35:16.946Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-17T21:35:17.752Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-17T21:35:17.758Z""}]",0,10.9465251116429,1,0.0,0.0,0.0,,1,151ug4w3,,,,,0
